loan_id,vintage_year,net_monthly_income,essential_spending,existing_debt_payment,principal,annual_rate,term_months,utilisation,prior_arrears,default_12m
SYN-2024-0015,2024,4384.16,2106.54,1053.1,15000,0.1298,24,0.2753,0,0
SYN-2024-0016,2024,4865.28,3137.6,837.15,10000,0.1371,60,0.1898,0,0
SYN-2024-0017,2024,1938.94,910.92,106.54,4000,0.1636,24,0.6998,0,0
SYN-2024-0018,2024,3540.16,1827.01,796.23,15000,0.1023,60,0.1794,0,0
SYN-2024-0019,2024,4564.4,1932.33,319.83,15000,0.1143,36,0.63,0,0
SYN-2024-0020,2024,3894.86,2191.99,798.29,15000,0.1677,48,0.6408,0,0
SYN-2024-0021,2024,2538.51,1406.85,294.39,15000,0.153,48,0.3864,0,0
SYN-2024-0022,2024,2414.75,1250.0,458.96,4000,0.1323,60,0.6298,0,0
SYN-2024-0023,2024,4436.25,1949.4,442.26,6000,0.1019,48,0.6056,0,0
SYN-2024-0024,2024,2796.79,1625.52,429.41,15000,0.113,60,0.6762,0,0
SYN-2024-0025,2024,3915.96,2243.68,967.53,20000,0.1095,24,0.76,0,0
SYN-2024-0026,2024,2425.32,1244.79,425.71,15000,0.0962,60,0.0755,0,0
SYN-2024-0027,2024,2574.65,1232.06,136.18,6000,0.106,48,0.5979,0,0
SYN-2024-0028,2024,1608.27,646.69,183.24,10000,0.1083,48,0.3863,0,0
SYN-2024-0029,2024,3760.74,2161.72,917.49,4000,0.1369,24,0.3034,0,0
SYN-2024-0030,2024,4898.43,2527.49,684.31,6000,0.0994,24,0.3854,0,0
SYN-2024-0031,2024,2800.04,1244.58,150.66,6000,0.1165,24,0.7769,0,0
SYN-2024-0032,2024,2133.02,1027.42,228.31,15000,0.1648,60,0.1492,0,0
SYN-2024-0033,2024,4884.89,2606.89,918.78,20000,0.131,24,0.5647,0,0
SYN-2024-0034,2024,3768.63,1711.77,560.33,6000,0.102,60,0.7623,0,0
SYN-2024-0035,2024,3905.94,2519.87,898.32,6000,0.1584,24,0.7001,0,0
SYN-2024-0036,2024,2936.14,1679.04,376.07,6000,0.1102,60,0.3402,0,0
SYN-2024-0037,2024,4816.11,1952.7,443.51,6000,0.107,60,0.4685,0,0
SYN-2024-0038,2024,2645.54,1476.19,341.28,15000,0.1298,60,0.3973,0,0
SYN-2024-0039,2024,4899.64,2472.15,666.39,6000,0.1734,48,0.2817,0,0
SYN-2024-0040,2024,2335.62,1206.95,325.42,4000,0.0938,48,0.2143,0,0
SYN-2024-0041,2024,3991.0,2109.16,687.69,10000,0.152,60,0.5438,0,0
SYN-2024-0042,2024,2852.33,1538.42,692.6,4000,0.1451,48,0.1455,0,0
SYN-2024-0043,2024,4602.24,1728.87,548.09,10000,0.1301,60,0.2043,0,0
SYN-2024-0044,2024,1611.01,697.17,191.26,4000,0.175,48,0.4909,0,0
SYN-2024-0045,2024,2655.89,978.01,318.8,6000,0.0864,48,0.7004,0,0
SYN-2024-0046,2024,4814.18,2259.16,788.39,15000,0.1151,60,0.623,0,0
SYN-2024-0047,2024,2678.93,1350.23,175.1,6000,0.1106,36,0.7375,0,1
SYN-2024-0048,2024,4836.75,1809.23,239.12,20000,0.1554,36,0.3266,0,0
SYN-2024-0049,2024,3802.37,1783.09,174.39,10000,0.0845,36,0.8464,1,1
SYN-2024-0050,2024,4977.68,3214.71,559.99,6000,0.1114,48,0.7383,0,0
SYN-2024-0051,2024,3785.72,1517.98,648.25,20000,0.1287,48,0.8792,0,0
SYN-2024-0052,2024,1879.68,1065.19,236.91,20000,0.0888,36,0.1024,0,0
SYN-2024-0053,2024,4629.93,1918.16,1056.84,4000,0.1022,36,0.1218,0,0
SYN-2024-0054,2024,1911.24,758.15,359.96,6000,0.1171,48,0.6667,0,0
SYN-2024-0055,2024,3497.57,1504.64,637.78,4000,0.0917,36,0.4287,0,0
SYN-2024-0056,2024,3165.44,1188.5,163.75,20000,0.1045,36,0.2604,0,0
SYN-2024-0057,2024,2811.25,1167.67,609.06,6000,0.1456,60,0.1473,0,1
SYN-2024-0058,2024,3614.73,1468.79,834.03,6000,0.1636,60,0.2608,0,0
SYN-2024-0059,2024,4708.72,2297.5,262.67,10000,0.0967,24,0.6976,0,0
SYN-2024-0060,2024,3658.1,2016.32,859.12,4000,0.1588,60,0.289,0,0
SYN-2024-0061,2024,4810.26,1687.19,938.93,4000,0.1009,48,0.7564,0,0
SYN-2024-0062,2024,3597.66,1644.11,748.91,10000,0.0836,36,0.6464,0,0
SYN-2024-0063,2024,4442.63,2791.93,259.63,4000,0.1004,48,0.7613,1,0
SYN-2024-0064,2024,3565.67,1766.82,272.5,15000,0.1531,24,0.3953,0,0
SYN-2024-0065,2024,3267.45,2039.45,793.66,4000,0.1521,60,0.8058,0,0
SYN-2024-0066,2024,2887.87,1865.46,680.61,6000,0.1131,36,0.7736,0,0
SYN-2024-0067,2024,3214.45,1232.24,324.78,4000,0.0853,48,0.9104,0,0
SYN-2024-0068,2024,3332.82,1379.04,426.67,20000,0.082,60,0.6575,0,0
SYN-2024-0069,2024,4460.29,1905.58,798.96,6000,0.1701,36,0.3666,0,0
SYN-2024-0070,2024,4863.36,2609.59,353.83,20000,0.0923,24,0.2405,0,0
SYN-2024-0071,2024,3276.67,1342.1,666.83,6000,0.0983,48,0.3078,1,0
SYN-2024-0072,2024,4255.38,2291.25,688.64,4000,0.1783,24,0.8875,1,0
SYN-2024-0073,2024,1799.89,727.47,444.46,20000,0.1733,36,0.6337,0,0
SYN-2024-0074,2024,2357.97,1129.14,426.66,4000,0.1497,24,0.7485,1,0
SYN-2024-0075,2024,3507.81,1880.23,299.92,15000,0.1512,24,0.4574,0,0
SYN-2024-0076,2024,3305.74,2011.2,600.96,4000,0.1541,36,0.1555,0,1
SYN-2024-0077,2024,2136.59,870.85,445.3,6000,0.1166,48,0.535,0,0
SYN-2024-0078,2024,2627.81,1109.69,457.82,6000,0.1211,24,0.9504,0,0
SYN-2024-0079,2024,4958.7,2357.39,426.9,15000,0.0973,48,0.3398,0,0
SYN-2024-0080,2024,2095.88,817.21,453.7,15000,0.0837,60,0.7586,0,0
SYN-2024-0081,2024,1742.62,836.05,126.92,4000,0.1024,48,0.7436,0,0
SYN-2024-0082,2024,2378.95,883.76,570.53,10000,0.15,48,0.3555,0,0
SYN-2024-0083,2024,4556.74,2393.49,486.24,6000,0.1628,60,0.2097,0,0
SYN-2024-0084,2024,4346.16,1616.1,346.07,4000,0.1114,36,0.4025,0,0
SYN-2024-0085,2024,2289.7,996.99,505.02,6000,0.1441,24,0.7958,0,0
SYN-2024-0086,2024,2842.67,1761.51,659.07,20000,0.091,48,0.2814,0,0
SYN-2024-0087,2024,2778.95,1330.2,510.46,20000,0.1249,36,0.346,0,0
SYN-2024-0088,2024,4897.54,2878.81,1064.36,6000,0.1523,48,0.4536,0,0
SYN-2024-0089,2024,2629.17,1687.0,409.39,10000,0.1116,60,0.8977,0,1
SYN-2024-0090,2024,4234.0,2243.01,396.01,20000,0.1422,24,0.6037,0,0
SYN-2024-0091,2024,4183.71,2595.8,998.12,6000,0.1044,48,0.1341,0,0
SYN-2024-0092,2024,3406.96,1203.1,377.3,4000,0.1661,48,0.305,0,0
SYN-2024-0093,2024,4759.93,2886.07,908.33,15000,0.1739,24,0.6387,0,0
SYN-2024-0094,2024,4535.74,1650.76,997.76,15000,0.1422,24,0.2518,0,0
SYN-2024-0095,2024,4789.51,2901.25,949.42,4000,0.1417,24,0.4921,0,0
SYN-2024-0096,2024,3881.72,1465.9,268.33,6000,0.1258,24,0.2341,0,0
SYN-2024-0097,2024,5174.07,2366.66,791.02,4000,0.167,60,0.8097,0,0
SYN-2024-0098,2024,2462.49,881.04,470.89,15000,0.1557,48,0.8096,0,0
SYN-2024-0099,2024,2971.2,1650.89,195.15,10000,0.1645,60,0.5585,0,0
SYN-2024-0100,2024,2412.74,1419.37,253.13,10000,0.1636,48,0.4382,0,0
SYN-2024-0101,2024,2555.57,1069.33,212.94,20000,0.16,24,0.3002,0,0
SYN-2024-0102,2024,3012.83,1211.04,410.05,4000,0.0938,24,0.652,0,0
SYN-2024-0103,2024,4798.88,2612.43,1056.06,20000,0.1025,48,0.5328,0,0
SYN-2024-0104,2024,1638.78,705.16,255.86,4000,0.1354,48,0.6866,0,0
SYN-2024-0105,2024,1810.21,1043.79,449.01,6000,0.1738,60,0.7167,0,0
SYN-2024-0106,2024,4477.36,2165.22,579.15,20000,0.1719,24,0.3707,0,0
SYN-2024-0107,2024,5052.51,3227.39,1159.53,4000,0.138,24,0.3934,0,0
SYN-2024-0108,2024,2749.09,1720.8,486.48,15000,0.0989,60,0.3644,1,0
SYN-2024-0109,2024,2084.91,1342.71,381.25,15000,0.0933,24,0.2769,1,0
SYN-2024-0110,2024,3409.12,2025.32,226.5,15000,0.1758,36,0.5408,1,0
SYN-2024-0111,2024,5001.75,2487.18,1083.4,20000,0.0824,36,0.3639,0,0
SYN-2024-0112,2024,2206.92,1158.55,222.05,4000,0.1744,60,0.0991,0,0
SYN-2024-0113,2024,5054.22,1943.31,317.51,10000,0.0854,24,0.8807,0,0
SYN-2024-0114,2024,2491.99,1547.52,289.65,15000,0.1631,36,0.3171,0,0
SYN-2024-0115,2024,2068.23,785.84,194.49,6000,0.0841,60,0.6154,0,0
SYN-2024-0116,2024,2050.49,1111.74,110.69,6000,0.1653,60,0.2394,0,0
SYN-2024-0117,2024,1638.67,867.36,407.65,15000,0.1416,60,0.3962,1,0
SYN-2024-0118,2024,1641.98,998.36,288.77,10000,0.1779,60,0.3381,0,0
SYN-2024-0119,2024,5124.0,2170.47,439.07,4000,0.0992,60,0.9089,0,0
SYN-2024-0120,2024,4819.28,2857.94,643.76,10000,0.1489,60,0.5738,1,1
SYN-2024-0121,2024,4348.39,2259.27,391.34,6000,0.1094,24,0.409,0,0
SYN-2024-0122,2024,4943.32,2274.11,362.62,6000,0.1246,48,0.424,0,0
SYN-2024-0123,2024,4244.22,1488.67,803.05,6000,0.0904,36,0.4747,0,0
SYN-2024-0124,2024,4955.97,2495.59,678.01,15000,0.1554,60,0.3782,0,0
SYN-2024-0125,2024,4987.81,3230.33,1015.56,15000,0.0891,48,0.0662,0,0
SYN-2024-0126,2024,4146.66,2437.74,776.47,6000,0.084,36,0.411,0,0
SYN-2024-0127,2024,4104.3,2116.71,650.15,15000,0.1019,48,0.6674,0,0
SYN-2024-0128,2024,5019.44,3250.06,637.57,4000,0.1014,60,0.7933,0,1
SYN-2024-0129,2024,2153.47,1251.86,450.49,15000,0.0932,60,0.3186,0,0
SYN-2024-0130,2024,2967.27,1574.34,470.43,6000,0.0944,36,0.8154,0,0
SYN-2024-0131,2024,3574.55,1494.83,664.93,6000,0.1254,48,0.649,0,0
SYN-2024-0132,2024,4708.47,2315.64,821.72,20000,0.1701,36,0.2522,0,0
SYN-2024-0133,2024,2736.87,1108.38,578.19,4000,0.1096,24,0.265,0,0
SYN-2024-0134,2024,3572.92,1558.57,800.11,15000,0.0808,36,0.2537,0,0
SYN-2024-0135,2024,4334.09,2163.28,1006.71,15000,0.1461,36,0.6897,0,0
SYN-2024-0136,2024,2384.23,1022.09,567.01,10000,0.1179,36,0.3308,0,0
SYN-2024-0137,2024,3376.49,1886.11,494.29,6000,0.0801,24,0.5291,0,0
SYN-2024-0138,2024,2043.83,903.17,232.9,10000,0.099,24,0.3052,0,1
SYN-2024-0139,2024,2765.23,1597.62,292.37,4000,0.123,60,0.1619,0,0
SYN-2024-0140,2024,2185.52,1088.31,322.82,15000,0.1614,60,0.4268,0,0
SYN-2024-0141,2024,5145.28,3203.49,1006.53,4000,0.1489,48,0.3246,0,0
SYN-2024-0142,2024,2301.32,1066.3,306.31,20000,0.13,24,0.4787,1,0
SYN-2024-0143,2024,2591.76,1274.03,110.77,10000,0.1118,60,0.3008,1,0
SYN-2024-0144,2024,3167.68,1419.1,138.14,6000,0.1363,24,0.3362,0,0
SYN-2024-0145,2024,3029.79,1708.11,656.75,4000,0.1204,36,0.275,0,0
SYN-2024-0146,2024,3076.71,1868.03,648.92,20000,0.1248,36,0.5778,0,0
SYN-2024-0147,2024,3703.12,1646.4,657.33,20000,0.1779,48,0.2419,0,0
SYN-2024-0148,2024,3624.24,1775.73,784.11,20000,0.1475,48,0.6173,1,0
SYN-2024-0149,2024,2050.19,1179.07,245.52,10000,0.1126,48,0.5599,0,0
SYN-2024-0150,2024,2284.9,1017.35,299.94,6000,0.1771,60,0.8114,1,0
SYN-2024-0151,2024,4542.77,2127.86,1089.38,10000,0.1609,36,0.3824,0,0
SYN-2024-0152,2024,1660.74,746.28,104.37,10000,0.087,24,0.5434,1,1
SYN-2024-0153,2024,3995.54,1858.65,274.75,15000,0.1164,36,0.2922,0,0
SYN-2024-0154,2024,1756.43,948.33,264.45,6000,0.129,48,0.6486,0,0
SYN-2024-0155,2024,1989.13,699.92,455.46,4000,0.1048,60,0.6632,0,0
SYN-2024-0156,2024,3233.25,1829.4,550.49,15000,0.1193,24,0.5114,0,0
SYN-2024-0157,2024,2620.61,1568.37,600.29,6000,0.1166,36,0.2519,0,0
SYN-2024-0158,2024,2117.71,1166.5,389.74,6000,0.1736,48,0.5104,1,0
SYN-2024-0159,2024,4086.46,1940.04,367.29,4000,0.1523,48,0.2306,0,0
SYN-2024-0160,2024,3226.17,2080.65,773.72,4000,0.1684,24,0.3787,0,0
SYN-2024-0161,2024,4653.15,2474.88,246.48,6000,0.0849,36,0.1088,0,0
SYN-2024-0162,2024,3680.41,2105.89,534.03,4000,0.1397,60,0.7495,0,0
SYN-2024-0163,2024,3776.94,2033.61,670.45,6000,0.1129,36,0.8868,0,0
SYN-2024-0164,2024,5072.67,2153.45,235.05,4000,0.1777,36,0.4069,0,0
SYN-2024-0165,2024,4292.8,1664.38,693.89,20000,0.1697,48,0.4637,0,0
SYN-2024-0166,2024,2441.84,1168.35,321.18,4000,0.1656,36,0.4173,0,0
SYN-2024-0167,2024,3142.07,1174.31,521.35,4000,0.1323,60,0.182,1,0
SYN-2024-0168,2024,3247.62,1617.77,780.69,4000,0.1293,60,0.359,0,0
SYN-2024-0169,2024,4541.31,2446.94,822.25,6000,0.1682,24,0.8538,0,0
SYN-2024-0170,2024,4896.91,3056.37,1172.82,4000,0.1179,48,0.7125,0,0
SYN-2024-0171,2024,4362.39,2680.48,791.85,15000,0.1388,48,0.3715,1,0
SYN-2024-0172,2024,4163.61,2658.75,397.92,4000,0.0893,36,0.7434,1,0
SYN-2024-0173,2024,1894.76,1001.04,271.7,10000,0.0896,60,0.8417,1,0
SYN-2024-0174,2024,2032.37,1023.76,328.03,6000,0.1314,24,0.6719,0,0
SYN-2024-0175,2024,4741.58,2389.09,623.72,4000,0.1576,60,0.7615,0,0
SYN-2024-0176,2024,2032.19,933.22,482.03,10000,0.0859,48,0.155,0,0
SYN-2024-0177,2024,3290.45,1794.16,491.48,15000,0.1158,60,0.9099,0,0
SYN-2024-0178,2024,5024.3,2517.91,688.57,10000,0.1018,36,0.4958,0,0
SYN-2024-0179,2024,3063.65,1455.36,382.04,6000,0.0924,48,0.6015,0,0
SYN-2024-0180,2024,3349.97,1943.07,448.4,4000,0.1093,24,0.5999,0,0
SYN-2024-0181,2024,4493.68,1681.73,728.71,20000,0.1456,60,0.2289,0,0
SYN-2024-0182,2024,2019.75,1003.38,260.92,15000,0.1239,36,0.267,0,0
SYN-2024-0183,2024,3993.79,2381.43,266.93,6000,0.1364,60,0.7996,0,0
SYN-2024-0184,2024,4162.16,1518.38,637.62,10000,0.1164,36,0.338,0,0
SYN-2024-0185,2024,4996.52,1989.79,987.38,10000,0.0865,24,0.3893,0,0
SYN-2024-0186,2024,3327.94,1814.61,329.01,4000,0.0938,48,0.1172,0,0
SYN-2024-0187,2024,2217.69,1222.09,391.42,6000,0.1284,60,0.6246,0,0
SYN-2024-0188,2024,4437.04,1657.9,379.91,6000,0.1305,24,0.3527,0,0
SYN-2024-0189,2024,2168.95,1324.56,341.04,20000,0.1714,36,0.3051,0,0
SYN-2024-0190,2024,4767.17,2950.61,822.68,10000,0.097,24,0.106,0,0
SYN-2024-0191,2024,4089.97,2543.15,427.1,20000,0.144,48,0.446,0,0
SYN-2024-0192,2024,3632.58,2326.26,294.71,20000,0.0932,48,0.6718,0,0
SYN-2024-0193,2024,5099.33,3002.59,230.53,10000,0.1213,24,0.7118,0,0
SYN-2024-0194,2024,3440.1,1254.82,617.78,6000,0.0896,48,0.8581,0,0
SYN-2024-0195,2024,2980.64,1163.0,703.38,15000,0.1509,36,0.6946,0,0
SYN-2024-0196,2024,2938.36,1542.26,131.87,4000,0.1511,60,0.5012,0,0
SYN-2024-0197,2024,3707.15,1798.29,840.39,15000,0.1601,48,0.6404,0,0
SYN-2024-0198,2024,5049.13,2551.68,1127.1,10000,0.1234,36,0.4075,0,0
SYN-2024-0199,2024,4869.47,2102.48,1127.13,10000,0.097,24,0.5091,0,0
SYN-2024-0200,2024,4729.06,2964.93,644.0,15000,0.1357,60,0.0872,0,0
SYN-2024-0201,2024,3226.54,1814.26,640.21,4000,0.1004,60,0.6538,0,0
SYN-2024-0202,2024,1726.2,1098.15,360.09,10000,0.1295,60,0.8734,0,0
SYN-2024-0203,2024,4737.7,2816.27,946.78,20000,0.0899,36,0.5438,0,0
SYN-2024-0204,2024,4437.87,1645.46,1034.05,4000,0.127,60,0.5743,1,0
SYN-2024-0205,2024,4533.13,1926.53,532.19,20000,0.1382,36,0.6609,0,0
SYN-2024-0206,2024,2250.59,1168.17,192.3,6000,0.1149,36,0.1825,0,0
SYN-2024-0207,2024,3626.14,2298.56,787.72,4000,0.1062,24,0.4926,0,0
SYN-2024-0208,2024,2926.68,1426.0,729.56,10000,0.1417,24,0.6698,0,1
SYN-2024-0209,2024,2548.93,895.56,412.83,15000,0.1662,24,0.3527,1,0
SYN-2024-0210,2024,2879.82,1725.47,315.31,4000,0.1217,24,0.7461,0,0
SYN-2024-0211,2024,2525.74,1025.09,546.37,10000,0.1636,36,0.4366,0,0
SYN-2024-0212,2024,3629.81,1678.84,365.6,20000,0.0833,60,0.7869,1,1
SYN-2024-0213,2024,5036.79,1994.86,215.91,6000,0.1545,60,0.853,0,0
SYN-2024-0214,2024,4770.67,2098.84,575.82,20000,0.1005,60,0.8164,0,0
SYN-2024-0215,2024,5154.59,2397.06,637.78,10000,0.0847,60,0.6538,0,0
SYN-2024-0216,2024,4375.43,2654.44,281.48,10000,0.0909,36,0.1645,0,0
SYN-2024-0217,2024,4589.15,2850.01,835.75,6000,0.116,24,0.4324,0,0
SYN-2024-0218,2024,3815.92,2008.55,383.63,10000,0.126,36,0.7991,0,0
SYN-2024-0219,2024,2961.34,1610.29,214.5,15000,0.0932,24,0.2428,0,0
SYN-2024-0220,2024,5025.49,1775.17,359.86,6000,0.1029,60,0.6166,0,0
SYN-2024-0221,2024,2652.31,1208.62,174.48,15000,0.0801,24,0.8556,0,0
SYN-2024-0222,2024,5107.93,2246.23,743.42,4000,0.1358,60,0.3839,0,0
SYN-2024-0223,2024,2813.26,1603.48,298.02,20000,0.09,24,0.267,0,0
SYN-2024-0224,2024,3022.13,1761.96,229.58,15000,0.1269,48,0.1932,0,0
SYN-2024-0225,2024,1716.77,834.4,203.19,15000,0.0822,24,0.245,0,0
SYN-2024-0226,2024,5044.6,1946.1,1193.47,20000,0.0841,60,0.3069,0,0
SYN-2024-0227,2024,2602.84,1190.47,602.87,10000,0.1279,36,0.6905,0,1
SYN-2024-0228,2024,4529.69,2851.62,490.81,10000,0.1496,48,0.4323,1,0
SYN-2024-0229,2024,4590.34,2790.39,1095.94,4000,0.0935,24,0.1574,0,1
SYN-2024-0230,2024,1936.88,830.23,406.16,20000,0.1769,60,0.7262,0,0
SYN-2024-0231,2024,3619.76,1724.61,680.21,10000,0.1368,60,0.5264,0,0
SYN-2024-0232,2024,2253.07,896.17,388.67,4000,0.1341,60,0.5588,0,0
SYN-2024-0233,2024,1802.03,830.49,320.54,4000,0.097,60,0.352,0,0
SYN-2024-0234,2024,3723.94,2342.49,436.61,20000,0.1651,36,0.4838,0,0
SYN-2024-0235,2024,1868.56,734.46,95.13,20000,0.0949,24,0.8271,0,1
SYN-2024-0236,2024,2659.7,1546.36,404.37,20000,0.1076,60,0.3797,0,0
SYN-2024-0237,2024,2354.75,1219.43,407.36,20000,0.1148,48,0.8568,1,1
SYN-2024-0238,2024,4915.88,2710.18,718.86,15000,0.1145,36,0.3957,0,0
SYN-2024-0239,2024,4117.12,2378.99,994.32,6000,0.0979,24,0.5779,0,0
SYN-2024-0240,2024,4706.72,1714.39,687.79,15000,0.0804,48,0.8753,0,0
SYN-2024-0241,2024,4174.3,1625.48,353.93,15000,0.1458,48,0.2736,0,0
SYN-2024-0242,2024,1641.95,694.14,394.38,4000,0.1259,36,0.7825,0,0
SYN-2024-0243,2024,3537.14,2102.26,335.39,15000,0.1099,60,0.8887,0,0
SYN-2024-0244,2024,2175.47,915.41,391.16,6000,0.1101,36,0.0921,0,0
SYN-2024-0245,2024,3545.09,1801.77,630.6,15000,0.1791,36,0.734,0,0
SYN-2024-0246,2024,3701.51,2067.6,660.11,4000,0.1007,60,0.8037,0,0
SYN-2024-0247,2024,2252.4,930.06,387.92,6000,0.1364,60,0.4398,0,0
SYN-2024-0248,2024,2751.79,1564.97,481.47,10000,0.1603,60,0.4356,0,0
SYN-2024-0249,2024,4606.37,2967.23,756.37,20000,0.1593,60,0.5599,0,0
SYN-2024-0250,2024,3519.97,1866.67,673.35,4000,0.1357,60,0.3009,0,0
SYN-2024-0251,2024,2500.68,1009.85,532.48,6000,0.1681,60,0.4208,0,0
SYN-2024-0252,2024,2493.14,1352.24,227.85,15000,0.1695,24,0.1956,0,0
SYN-2024-0253,2024,3976.54,1805.38,371.82,15000,0.1539,48,0.558,0,0
SYN-2024-0254,2024,4247.81,2473.63,882.3,20000,0.155,36,0.5645,0,0
SYN-2024-0255,2024,3886.22,2185.87,171.79,10000,0.1433,48,0.2998,0,0
SYN-2024-0256,2024,4755.7,2685.96,855.79,15000,0.1494,36,0.4294,1,0
SYN-2024-0257,2024,5132.65,3195.77,1218.31,4000,0.1002,48,0.4535,0,0
SYN-2024-0258,2024,3231.06,1627.94,233.8,4000,0.1599,60,0.3917,1,0
SYN-2024-0259,2024,2100.87,1048.04,406.72,6000,0.0915,24,0.3394,0,0
SYN-2024-0260,2024,1919.0,1007.85,184.3,15000,0.1754,36,0.5618,1,0
SYN-2024-0261,2024,4737.24,2986.26,243.53,20000,0.1678,24,0.5982,0,0
SYN-2024-0262,2024,3399.52,2002.21,801.71,6000,0.099,48,0.1752,1,0
SYN-2024-0263,2024,2992.53,1436.46,556.38,20000,0.1164,60,0.8416,0,0
SYN-2024-0264,2024,2544.56,1198.0,137.53,10000,0.1286,48,0.548,0,0
SYN-2024-0265,2024,1722.91,999.17,340.75,4000,0.1129,48,0.893,1,0
SYN-2024-0266,2024,1978.26,1182.64,161.23,6000,0.1335,24,0.1235,1,0
SYN-2024-0267,2024,2627.7,1527.24,265.33,4000,0.1439,48,0.2052,0,0
SYN-2024-0268,2024,3844.01,1971.75,691.62,4000,0.1745,36,0.5882,0,0
SYN-2024-0269,2024,3093.16,1294.73,758.59,6000,0.1641,24,0.6327,0,0
SYN-2024-0270,2024,2291.17,1279.84,375.12,20000,0.1155,60,0.648,0,0
SYN-2024-0271,2024,4528.38,2637.13,672.92,15000,0.1282,24,0.1865,0,0
SYN-2024-0272,2024,1975.33,1097.74,381.63,20000,0.1316,36,0.5546,0,1
SYN-2024-0273,2024,4359.15,1634.59,476.97,10000,0.1706,60,0.4201,0,0
SYN-2024-0274,2024,4410.39,2028.76,893.18,10000,0.111,36,0.3035,0,0
SYN-2024-0275,2024,5017.06,1885.02,454.73,4000,0.0855,36,0.4766,0,0
SYN-2024-0276,2024,4080.58,2463.43,732.66,15000,0.0838,36,0.2705,0,0
SYN-2024-0277,2024,3368.33,1487.43,624.79,15000,0.0916,36,0.6438,0,0
SYN-2024-0278,2024,4546.08,2808.44,883.42,6000,0.1304,60,0.5019,0,0
SYN-2024-0279,2024,1925.3,745.38,293.61,15000,0.1462,36,0.4091,0,0
SYN-2024-0280,2024,2475.07,1428.98,323.19,20000,0.1233,60,0.5618,0,0
SYN-2024-0281,2024,4301.28,2150.13,678.58,15000,0.1107,24,0.2002,0,0
SYN-2024-0282,2024,3297.28,1845.72,135.71,10000,0.1248,48,0.2119,0,0
SYN-2024-0283,2024,2797.45,1423.16,416.17,20000,0.1597,60,0.6589,0,0
SYN-2024-0284,2024,2362.34,1285.84,240.5,10000,0.1102,60,0.6138,1,0
SYN-2024-0285,2024,2669.34,1491.26,530.94,10000,0.1105,36,0.5119,1,0
SYN-2024-0286,2024,5011.43,2037.46,384.51,10000,0.1542,60,0.5054,0,0
SYN-2024-0287,2024,2842.71,1414.31,558.71,15000,0.1616,48,0.293,1,0
SYN-2024-0288,2024,4844.75,3004.54,329.94,4000,0.1493,24,0.9613,0,0
SYN-2024-0289,2024,3373.92,1513.26,628.34,6000,0.0941,60,0.6577,0,0
SYN-2024-0290,2024,1641.01,684.42,306.29,6000,0.1591,60,0.5481,0,0
SYN-2024-0291,2024,4138.93,2397.26,534.99,4000,0.1082,24,0.3948,0,0
SYN-2024-0292,2024,4507.1,1954.74,988.22,20000,0.1719,60,0.6005,0,0
SYN-2024-0293,2024,4668.7,2063.0,642.38,15000,0.1133,36,0.9306,0,1
SYN-2024-0294,2024,3182.85,1841.39,249.11,20000,0.1515,24,0.5708,0,0
SYN-2024-0295,2024,3175.73,1983.92,590.34,10000,0.1005,48,0.7602,0,0
SYN-2024-0296,2024,2052.38,810.01,435.02,4000,0.154,36,0.7476,0,0
SYN-2024-0297,2024,2912.65,1434.21,594.93,10000,0.1339,48,0.4907,0,0
SYN-2024-0298,2024,2806.2,1428.84,368.61,15000,0.1724,24,0.3167,0,0
SYN-2024-0299,2024,3257.47,1544.72,562.65,6000,0.1417,48,0.7144,0,0
SYN-2024-0300,2024,5177.78,3006.21,362.01,4000,0.1795,36,0.7102,0,0
SYN-2024-0301,2024,3829.34,2472.35,422.54,20000,0.1736,48,0.6465,0,0
SYN-2024-0302,2024,3150.83,1430.3,578.37,6000,0.0874,60,0.7122,0,0
SYN-2024-0303,2024,2155.56,1218.82,277.76,20000,0.1667,60,0.6656,0,0
SYN-2024-0304,2024,2929.63,1880.34,341.75,6000,0.0889,60,0.6174,0,0
SYN-2024-0305,2024,2703.89,1549.31,285.44,6000,0.1614,24,0.3349,0,0
SYN-2024-0306,2024,3113.0,1852.37,684.53,4000,0.0854,60,0.602,0,0
SYN-2024-0307,2024,4832.88,2960.46,513.11,15000,0.1122,36,0.3407,0,0
SYN-2024-0308,2024,2131.12,1152.08,512.24,4000,0.1286,60,0.8682,0,0
SYN-2024-0309,2024,4767.9,2784.75,819.47,10000,0.0872,36,0.5857,0,0
SYN-2024-0310,2024,4030.09,1511.53,708.85,6000,0.1565,36,0.4725,0,0
SYN-2024-0311,2024,3567.9,1976.83,725.19,6000,0.16,48,0.3718,1,0
SYN-2024-0312,2024,3025.91,1270.91,302.37,6000,0.1736,24,0.645,0,0
SYN-2024-0313,2024,2427.88,1191.81,604.78,20000,0.0931,48,0.9134,0,0
SYN-2024-0314,2024,3921.5,1415.78,233.16,15000,0.1028,60,0.7984,0,1
SYN-2024-0315,2024,4830.14,3103.64,820.68,20000,0.1599,60,0.3316,0,0
SYN-2024-0316,2024,2739.27,1292.68,287.52,6000,0.0912,36,0.8648,0,0
SYN-2024-0317,2024,2018.67,724.52,239.34,10000,0.0898,36,0.8568,0,0
SYN-2024-0318,2024,2201.61,958.33,181.62,6000,0.1773,48,0.8857,0,1
